,extended,crit3,suicide,property,targtype1,attacktype1,gname,weaptype1,country_txt
39370,0,1,0,1,3,3,Basque Fatherland and Freedom (ETA),6,Spain
39371,0,1,0,1,2,2,Manuel Rodriguez Patriotic Front (FPMR),5,Chile
39372,0,1,0,1,19,2,Farabundo Marti National Liberation Front (FMLN),5,El Salvador
39373,0,0,0,1,4,2,Farabundo Marti National Liberation Front (FMLN),5,El Salvador
39374,0,0,0,1,4,2,Farabundo Marti National Liberation Front (FMLN),5,El Salvador
39375,0,1,0,1,14,2,Shining Path (SL),5,Peru
39379,0,1,0,0,14,1,Shining Path (SL),5,Peru
39386,0,1,0,1,14,7,Kurdistan Workers' Party (PKK),5,Turkey
39387,0,1,0,1,9,5,Kurdistan Workers' Party (PKK),5,Turkey
39388,0,1,0,1,2,3,Shining Path (SL),6,Peru
39389,0,1,0,1,2,3,Shining Path (SL),6,Peru
39390,0,0,0,1,4,2,Liberation Tigers of Tamil Eelam (LTTE),5,Sri Lanka
39394,0,0,0,1,4,3,Irish Republican Army (IRA),6,West Germany (FRG)
39398,0,1,0,1,3,3,Shining Path (SL),5,Peru
39400,0,1,0,1,1,2,New People's Army (NPA),5,Philippines
39401,0,0,0,1,4,2,Liberation Tigers of Tamil Eelam (LTTE),5,Sri Lanka
39402,1,1,0,0,1,6,New People's Army (NPA),5,Philippines
39403,0,1,0,1,19,3,Sikh Extremists,6,India
39414,0,1,0,1,19,2,Sikh Extremists,5,India
39415,1,1,0,0,2,6,National Liberation Army of Colombia (ELN),5,Colombia
39417,0,0,0,0,4,1,New People's Army (NPA),5,Philippines
39420,0,1,0,1,1,3,Tupac Amaru Revolutionary Movement (MRTA),6,Peru
39421,0,1,0,1,1,3,Tupac Amaru Revolutionary Movement (MRTA),6,Peru
39422,0,1,0,1,1,3,Tupac Amaru Revolutionary Movement (MRTA),6,Peru
39426,0,0,0,1,4,2,New People's Army (NPA),5,Philippines
39433,0,1,0,1,14,3,Palestinians,6,Israel
39436,0,0,0,0,4,1,Irish Republican Army (IRA),5,West Germany (FRG)
39438,0,1,0,0,2,1,Shining Path (SL),5,Peru
39439,0,1,0,0,14,1,Palestinians,5,West Bank and Gaza Strip
39440,0,1,0,0,14,1,Palestinians,9,West Bank and Gaza Strip
39441,0,1,0,0,14,1,Palestinians,9,West Bank and Gaza Strip
39442,0,1,0,1,19,3,Basque Fatherland and Freedom (ETA),6,Spain
39446,0,1,0,1,14,2,Kurdistan Workers' Party (PKK),5,Turkey
39447,0,0,0,1,4,2,Kurdistan Workers' Party (PKK),5,Turkey
39448,0,0,0,1,4,2,Farabundo Marti National Liberation Front (FMLN),5,El Salvador
39449,0,1,0,1,3,2,Shining Path (SL),5,Peru
39452,0,0,0,1,4,2,Liberation Tigers of Tamil Eelam (LTTE),5,Sri Lanka
39458,0,1,0,0,1,1,Irish Republican Army (IRA),5,United Kingdom
39468,0,1,0,1,21,3,Farabundo Marti National Liberation Front (FMLN),6,El Salvador
39469,0,1,0,1,21,3,Farabundo Marti National Liberation Front (FMLN),6,El Salvador
39470,0,1,0,1,21,3,Farabundo Marti National Liberation Front (FMLN),6,El Salvador
39471,0,1,0,1,21,3,Farabundo Marti National Liberation Front (FMLN),6,El Salvador
39472,0,1,0,1,21,3,Farabundo Marti National Liberation Front (FMLN),6,El Salvador
39475,0,0,0,1,4,2,Irish Republican Army (IRA),5,United Kingdom
39476,0,0,0,1,4,3,Farabundo Marti National Liberation Front (FMLN),6,El Salvador
39477,0,0,0,1,4,3,Farabundo Marti National Liberation Front (FMLN),6,El Salvador
39481,0,1,0,0,14,1,Palestinians,9,West Bank and Gaza Strip
39490,0,1,0,1,2,1,National Liberation Army of Colombia (ELN),5,Colombia
39492,0,1,0,1,1,2,New People's Army (NPA),5,Philippines
39493,0,0,0,1,4,2,New People's Army (NPA),5,Philippines
39521,0,1,0,0,1,1,Basque Fatherland and Freedom (ETA),6,Spain
39524,0,1,0,0,8,1,Shining Path (SL),5,Peru
39525,0,1,0,0,14,1,Palestinians,9,West Bank and Gaza Strip
39536,0,0,0,1,4,2,Palestinians,5,Israel
39537,0,0,0,1,4,2,Farabundo Marti National Liberation Front (FMLN),5,El Salvador
39538,0,0,0,1,4,2,Farabundo Marti National Liberation Front (FMLN),5,El Salvador
39539,0,0,0,1,4,2,Farabundo Marti National Liberation Front (FMLN),5,El Salvador
39540,0,0,0,1,4,2,Farabundo Marti National Liberation Front (FMLN),5,El Salvador
39541,0,0,0,1,4,2,Farabundo Marti National Liberation Front (FMLN),5,El Salvador
39542,0,0,0,1,4,2,Farabundo Marti National Liberation Front (FMLN),5,El Salvador
39543,0,0,0,1,4,2,Farabundo Marti National Liberation Front (FMLN),5,El Salvador
39544,0,0,0,1,4,2,Farabundo Marti National Liberation Front (FMLN),5,El Salvador
39545,0,0,0,1,4,2,Farabundo Marti National Liberation Front (FMLN),5,El Salvador
39546,0,0,0,1,4,2,Farabundo Marti National Liberation Front (FMLN),5,El Salvador
39547,0,0,0,1,4,2,Farabundo Marti National Liberation Front (FMLN),5,El Salvador
39549,0,0,0,1,4,2,New People's Army (NPA),5,Philippines
39564,0,1,0,0,4,1,Irish Republican Army (IRA),5,West Germany (FRG)
39565,0,1,0,0,14,1,Palestinians,13,Israel
39571,0,1,0,1,14,2,Kurdistan Workers' Party (PKK),5,Turkey
39574,0,1,0,0,15,6,Irish Republican Army (IRA),5,United Kingdom
39575,0,1,0,0,14,1,Palestinians,9,West Bank and Gaza Strip
39576,0,1,0,0,14,1,Palestinians,9,West Bank and Gaza Strip
39578,0,1,0,1,1,3,Basque Fatherland and Freedom (ETA),6,Spain
39588,0,0,0,1,4,3,Palestinians,6,Israel
39589,0,1,0,1,3,3,Kurdistan Workers' Party (PKK),6,Turkey
39591,0,1,0,1,14,2,Kurdistan Workers' Party (PKK),5,Turkey
39592,0,1,0,1,14,2,Kurdistan Workers' Party (PKK),5,Turkey
39593,0,1,0,1,3,2,Kurdistan Workers' Party (PKK),5,Turkey
39595,0,1,0,1,2,1,Tupac Amaru Revolutionary Movement (MRTA),5,Peru
39597,0,1,0,1,3,2,Sikh Extremists,5,India
39598,0,0,0,1,4,2,New People's Army (NPA),5,Philippines
39599,0,0,0,1,4,2,New People's Army (NPA),5,Philippines
39601,0,1,0,0,14,1,Irish Republican Army (IRA),5,United Kingdom
39603,0,1,0,0,2,1,Palestinians,5,Israel
39620,0,0,0,1,4,2,Palestinians,8,West Bank and Gaza Strip
39621,0,1,0,1,3,2,Palestinians,8,Israel
39623,0,1,0,1,2,1,Farabundo Marti National Liberation Front (FMLN),5,El Salvador
39626,0,0,0,1,4,2,Liberation Tigers of Tamil Eelam (LTTE),5,Sri Lanka
39627,0,0,0,1,4,2,Liberation Tigers of Tamil Eelam (LTTE),5,Sri Lanka
39633,0,0,0,1,4,7,Palestinians,8,West Bank and Gaza Strip
39634,0,0,0,1,4,2,Palestinians,5,Lebanon
39635,0,1,0,1,3,2,Kurdistan Workers' Party (PKK),5,Turkey
39637,0,0,0,1,4,2,Liberation Tigers of Tamil Eelam (LTTE),5,Sri Lanka
39643,0,1,0,0,2,1,New People's Army (NPA),5,Philippines
39644,0,0,0,0,4,1,Revolutionary Armed Forces of Colombia (FARC),5,Colombia
39645,0,0,0,0,4,1,Revolutionary Armed Forces of Colombia (FARC),5,Colombia
39650,0,1,0,1,2,7,Basque Fatherland and Freedom (ETA),8,Spain
39651,0,1,0,1,3,3,Basque Fatherland and Freedom (ETA),6,Spain
39653,0,1,0,1,16,3,Manuel Rodriguez Patriotic Front (FPMR),6,Chile
39663,0,0,0,1,4,3,Irish Republican Army (IRA),6,United Kingdom
39671,0,1,0,0,1,1,Basque Fatherland and Freedom (ETA),6,Spain
39672,0,1,0,0,1,1,Basque Fatherland and Freedom (ETA),6,Spain
39679,0,1,0,0,14,1,Palestinians,9,West Bank and Gaza Strip
39680,0,1,0,0,14,1,Palestinians,9,West Bank and Gaza Strip
39687,0,1,0,1,7,1,Palestinians,8,Israel
39688,0,0,0,1,4,2,Kurdistan Workers' Party (PKK),5,Turkey
39691,0,1,0,0,2,1,New People's Army (NPA),5,Philippines
39697,0,1,0,1,3,3,Irish Republican Army (IRA),6,United Kingdom
39698,0,1,0,1,3,3,Irish Republican Army (IRA),6,United Kingdom
39699,0,1,0,1,19,3,Basque Fatherland and Freedom (ETA),6,Spain
39700,0,1,0,1,19,3,Basque Fatherland and Freedom (ETA),6,Spain
39705,0,1,0,1,14,2,Shining Path (SL),5,Peru
39708,0,1,0,0,14,1,Sikh Extremists,5,India
39711,0,1,0,0,14,1,Shining Path (SL),5,Peru
39723,0,0,0,1,4,2,Farabundo Marti National Liberation Front (FMLN),5,El Salvador
39724,0,1,0,1,19,2,Farabundo Marti National Liberation Front (FMLN),8,El Salvador
39725,0,0,0,1,4,2,Farabundo Marti National Liberation Front (FMLN),5,El Salvador
39726,0,1,0,1,3,2,Sikh Extremists,5,India
39728,0,1,0,1,3,3,African National Congress (South Africa),6,South Africa
39729,0,1,0,1,3,9,African National Congress (South Africa),13,South Africa
39730,0,1,0,1,3,3,African National Congress (South Africa),6,South Africa
39732,0,0,0,0,4,1,Irish Republican Army (IRA),5,United Kingdom
39733,0,1,0,0,14,1,Shining Path (SL),5,Peru
39741,0,1,0,1,2,1,Shining Path (SL),5,Peru
39751,0,0,0,1,4,2,National Liberation Army of Colombia (ELN),5,Colombia
39754,0,0,0,1,4,2,Liberation Tigers of Tamil Eelam (LTTE),5,Sri Lanka
39759,0,1,0,1,3,3,Irish Republican Army (IRA),6,United Kingdom
39760,0,1,0,1,14,3,Irish Republican Army (IRA),6,United Kingdom
39761,0,1,0,1,1,7,Basque Fatherland and Freedom (ETA),8,Spain
39770,0,1,0,1,3,2,Kurdistan Workers' Party (PKK),5,Turkey
39771,0,1,0,1,14,2,Kurdistan Workers' Party (PKK),5,Turkey
39775,0,1,0,1,1,2,New People's Army (NPA),5,Philippines
39779,0,1,0,0,2,1,Shining Path (SL),5,Peru
39780,0,1,0,0,2,1,Shining Path (SL),5,Peru
39783,0,1,0,1,2,1,Irish Republican Army (IRA),6,United Kingdom
39784,0,1,0,1,14,1,Palestinians,8,Israel
39785,0,1,0,1,14,7,Palestinians,8,Israel
39788,0,1,0,1,1,3,New People's Army (NPA),5,Philippines
39790,0,1,0,0,14,1,Palestinians,9,Israel
39812,0,1,0,1,18,2,Palestinians,8,West Bank and Gaza Strip
39815,0,0,0,1,4,3,Irish Republican Army (IRA),6,United Kingdom
39824,0,1,0,0,2,1,Shining Path (SL),5,Peru
39825,0,1,0,0,2,1,Shining Path (SL),5,Peru
39832,0,1,0,1,1,3,Basque Fatherland and Freedom (ETA),6,Spain
39839,0,1,0,1,10,2,Tupac Amaru Revolutionary Movement (MRTA),5,Peru
39843,0,1,0,0,14,1,Palestinians,9,West Bank and Gaza Strip
39844,0,1,0,0,14,1,Palestinians,9,West Bank and Gaza Strip
39847,0,1,0,1,2,7,Palestinians,8,Israel
39850,0,1,0,0,3,1,New People's Army (NPA),5,Philippines
39851,0,1,0,0,3,1,Farabundo Marti National Liberation Front (FMLN),5,El Salvador
39852,0,1,0,0,7,1,Palestinians,9,West Bank and Gaza Strip
39853,0,1,0,0,20,1,Palestinians,9,West Bank and Gaza Strip
39860,0,1,0,1,3,2,Farabundo Marti National Liberation Front (FMLN),5,El Salvador
39861,0,1,0,1,1,3,New People's Army (NPA),6,Philippines
39862,0,1,0,0,1,1,New People's Army (NPA),5,Philippines
39864,0,1,0,0,14,1,Palestinians,5,West Bank and Gaza Strip
39866,0,1,0,1,1,3,Basque Fatherland and Freedom (ETA),6,Spain
39867,0,1,0,1,1,3,Basque Fatherland and Freedom (ETA),6,Spain
39868,0,1,0,1,1,3,Basque Fatherland and Freedom (ETA),6,Spain
39875,0,0,0,1,4,2,Liberation Tigers of Tamil Eelam (LTTE),5,Sri Lanka
39876,0,0,0,0,4,1,New People's Army (NPA),5,Philippines
39879,0,1,0,0,3,1,Farabundo Marti National Liberation Front (FMLN),5,El Salvador
39895,0,0,0,1,4,1,Farabundo Marti National Liberation Front (FMLN),5,El Salvador
39896,0,0,0,1,4,2,Farabundo Marti National Liberation Front (FMLN),5,El Salvador
39903,0,1,0,0,3,2,Farabundo Marti National Liberation Front (FMLN),5,El Salvador
39905,0,1,0,1,14,3,Irish Republican Army (IRA),6,United Kingdom
39909,0,1,0,1,2,2,Liberation Tigers of Tamil Eelam (LTTE),5,Sri Lanka
39913,0,1,0,1,3,3,Basque Fatherland and Freedom (ETA),6,Spain
39922,0,1,0,1,3,2,Manuel Rodriguez Patriotic Front (FPMR),5,Chile
39935,0,1,0,0,2,1,Shining Path (SL),5,Peru
39936,0,1,0,0,8,1,Shining Path (SL),5,Peru
39937,0,1,0,0,2,1,Shining Path (SL),5,Peru
39938,0,1,0,0,14,1,Palestinians,9,Israel
39939,0,1,0,0,14,1,Palestinians,9,West Bank and Gaza Strip
39941,0,1,0,1,1,3,Basque Fatherland and Freedom (ETA),6,Spain
39942,0,1,0,1,1,7,Basque Fatherland and Freedom (ETA),8,Spain
39956,0,0,0,1,4,3,Shining Path (SL),6,Peru
39957,0,1,0,1,14,3,Shining Path (SL),6,Peru
39958,0,1,0,1,14,3,Shining Path (SL),6,Peru
39959,0,1,0,1,14,3,Shining Path (SL),6,Peru
39960,0,1,0,1,1,3,Shining Path (SL),6,Peru
39961,0,1,0,1,1,3,Shining Path (SL),6,Peru
39962,0,1,0,1,1,3,Shining Path (SL),6,Peru
39963,0,1,0,1,2,3,Shining Path (SL),6,Peru
39964,0,0,0,1,4,3,Shining Path (SL),6,Peru
39967,0,1,0,1,3,3,Shining Path (SL),5,Peru
39979,0,1,0,1,3,3,Shining Path (SL),6,Peru
39980,0,1,0,1,3,2,Revolutionary Armed Forces of Colombia (FARC),5,Colombia
39983,1,1,0,0,15,6,National Liberation Army of Colombia (ELN),5,Colombia
39988,0,1,0,0,1,1,Shining Path (SL),5,Peru
39999,0,1,0,0,14,1,Irish Republican Army (IRA),5,United Kingdom
40000,0,1,0,0,14,1,Palestinians,9,West Bank and Gaza Strip
40001,0,1,0,0,14,1,Palestinians,9,West Bank and Gaza Strip
40003,0,1,0,1,14,3,Tupac Amaru Revolutionary Movement (MRTA),6,Peru
40004,0,1,0,1,2,3,Tupac Amaru Revolutionary Movement (MRTA),6,Peru
40008,1,1,0,0,10,6,Tupac Amaru Revolutionary Movement (MRTA),5,Peru
40012,0,1,0,1,2,3,Manuel Rodriguez Patriotic Front (FPMR),6,Chile
40013,0,1,0,1,21,3,Manuel Rodriguez Patriotic Front (FPMR),6,Chile
40014,0,1,0,1,21,3,Manuel Rodriguez Patriotic Front (FPMR),6,Chile
40015,0,1,0,1,21,3,Manuel Rodriguez Patriotic Front (FPMR),6,Chile
40016,0,1,0,1,21,3,Manuel Rodriguez Patriotic Front (FPMR),6,Chile
40017,0,1,0,1,21,3,Manuel Rodriguez Patriotic Front (FPMR),6,Chile
40018,0,1,0,1,21,3,Manuel Rodriguez Patriotic Front (FPMR),6,Chile
40019,0,1,0,1,1,3,Manuel Rodriguez Patriotic Front (FPMR),6,Chile
40020,0,1,0,1,1,3,Manuel Rodriguez Patriotic Front (FPMR),6,Chile
40026,0,1,0,1,8,3,Shining Path (SL),6,Peru
40027,0,1,0,1,3,3,Shining Path (SL),6,Peru
40028,0,1,0,1,1,3,Shining Path (SL),6,Peru
40029,0,1,0,1,3,3,Tupac Amaru Revolutionary Movement (MRTA),6,Peru
40032,0,1,0,0,3,1,New People's Army (NPA),5,Philippines
40036,0,1,0,0,14,2,Shining Path (SL),5,Peru
40038,0,1,0,1,1,7,Farabundo Marti National Liberation Front (FMLN),8,El Salvador
40039,0,1,0,1,3,2,Farabundo Marti National Liberation Front (FMLN),5,El Salvador
40044,0,1,0,0,3,1,Basque Fatherland and Freedom (ETA),5,Spain
40050,0,1,0,1,1,3,Basque Fatherland and Freedom (ETA),6,Spain
40051,0,1,0,1,3,2,Irish Republican Army (IRA),5,United Kingdom
40052,0,1,0,1,14,2,Shining Path (SL),5,Peru
40056,0,1,0,0,3,1,Irish Republican Army (IRA),6,United Kingdom
40059,0,0,0,1,4,3,Irish Republican Army (IRA),6,United Kingdom
40060,0,0,0,1,4,3,Farabundo Marti National Liberation Front (FMLN),6,El Salvador
40065,0,0,0,0,4,1,New People's Army (NPA),5,Philippines
40066,0,1,0,0,2,1,New People's Army (NPA),5,Philippines
40071,0,1,0,0,2,1,Shining Path (SL),5,Peru
40089,0,1,0,1,3,2,Kurdistan Workers' Party (PKK),5,Turkey
40090,0,0,0,1,4,2,Kurdistan Workers' Party (PKK),5,Turkey
40091,0,1,0,1,14,2,Kurdistan Workers' Party (PKK),5,Turkey
40092,0,0,0,1,4,3,Farabundo Marti National Liberation Front (FMLN),6,El Salvador
40098,0,1,0,0,2,1,Shining Path (SL),5,Peru
40099,0,1,0,0,2,1,Shining Path (SL),5,Peru
40101,0,1,0,0,2,1,Shining Path (SL),5,Peru
40106,0,1,0,1,2,3,Shining Path (SL),6,Peru
40107,0,1,0,1,2,3,Shining Path (SL),6,Peru
40108,0,1,0,1,2,3,Shining Path (SL),6,Peru
40109,0,1,0,1,8,3,Shining Path (SL),6,Peru
40110,0,1,0,1,8,3,Shining Path (SL),6,Peru
40111,0,1,0,1,8,3,Shining Path (SL),6,Peru
40112,0,1,0,1,8,3,Shining Path (SL),6,Peru
40113,0,1,0,1,8,3,Shining Path (SL),6,Peru
40114,0,1,0,1,8,3,Shining Path (SL),6,Peru
40115,0,1,0,1,8,3,Shining Path (SL),6,Peru
40116,0,1,0,1,8,3,Shining Path (SL),6,Peru
40118,0,1,0,1,1,2,Shining Path (SL),5,Peru
40119,0,1,0,1,14,2,Shining Path (SL),5,Peru
40123,0,0,0,0,4,1,New People's Army (NPA),5,Philippines
40126,0,1,0,0,14,1,Palestinians,9,West Bank and Gaza Strip
40128,0,1,0,1,2,3,Shining Path (SL),6,Peru
40129,0,1,0,1,2,3,Shining Path (SL),6,Peru
40130,0,1,0,1,2,3,Shining Path (SL),6,Peru
40131,0,1,0,1,2,3,Shining Path (SL),6,Peru
40132,0,1,0,1,2,3,Shining Path (SL),6,Peru
40133,0,1,0,1,2,3,Shining Path (SL),6,Peru
40134,0,1,0,1,2,3,Shining Path (SL),6,Peru
40135,0,1,0,1,21,3,Shining Path (SL),6,Peru
40136,0,1,0,1,21,3,Shining Path (SL),6,Peru
40137,0,1,0,1,21,3,Shining Path (SL),6,Peru
40138,0,1,0,1,2,3,Shining Path (SL),6,Peru
40142,0,1,0,1,14,2,Shining Path (SL),5,Peru
40147,0,1,0,0,3,1,Shining Path (SL),5,Peru
40148,0,1,0,0,2,1,Shining Path (SL),5,Peru
40169,0,0,0,1,4,2,National Liberation Army of Colombia (ELN),5,Colombia
40170,0,0,0,1,4,2,Revolutionary Armed Forces of Colombia (FARC),5,Colombia
40173,0,1,0,1,3,2,Liberation Tigers of Tamil Eelam (LTTE),5,Sri Lanka
40180,0,1,0,1,3,2,Basque Fatherland and Freedom (ETA),8,France
40181,0,1,0,1,1,7,Basque Fatherland and Freedom (ETA),8,France
40182,0,1,0,1,2,7,Basque Fatherland and Freedom (ETA),8,France
40185,0,1,0,0,1,6,National Liberation Army of Colombia (ELN),5,Colombia
40186,0,1,0,0,2,1,Tupac Amaru Revolutionary Movement (MRTA),5,Peru
40188,0,1,0,0,2,1,Palestinians,9,West Bank and Gaza Strip
40189,0,1,0,1,1,3,Basque Fatherland and Freedom (ETA),6,Spain
40190,0,0,0,1,4,2,Kurdistan Workers' Party (PKK),5,Turkey
40191,0,0,0,1,4,2,Kurdistan Workers' Party (PKK),5,Turkey
40192,0,1,0,1,14,2,Kurdistan Workers' Party (PKK),5,Turkey
40193,0,1,0,1,2,2,New People's Army (NPA),5,Philippines
40197,0,1,0,0,14,1,Palestinians,9,Israel
40201,0,0,0,1,4,3,Irish Republican Army (IRA),6,United Kingdom
40203,0,1,0,1,14,2,Palestinians,8,Israel
40205,0,1,0,0,10,1,New People's Army (NPA),5,Philippines
40208,0,0,0,0,4,1,Farabundo Marti National Liberation Front (FMLN),5,El Salvador
40213,0,1,0,0,14,1,Irish Republican Army (IRA),5,United Kingdom
40216,0,1,0,1,2,3,Shining Path (SL),6,Peru
40219,0,1,0,0,14,1,Palestinians,9,West Bank and Gaza Strip
40221,0,1,0,1,1,1,Farabundo Marti National Liberation Front (FMLN),6,El Salvador
40228,1,1,0,0,14,6,Palestinians,5,West Bank and Gaza Strip
40230,0,1,0,0,22,1,Palestinians,9,West Bank and Gaza Strip
40232,0,1,0,1,19,3,Shining Path (SL),6,Peru
40233,0,1,0,1,2,3,Shining Path (SL),6,Peru
40234,0,1,0,1,8,3,Shining Path (SL),6,Peru
40235,0,1,0,1,8,3,Shining Path (SL),6,Peru
40236,0,1,0,1,8,3,Shining Path (SL),6,Peru
40237,0,1,0,1,3,2,Irish Republican Army (IRA),5,United Kingdom
40247,0,1,0,1,3,2,New People's Army (NPA),5,Philippines
40253,0,1,0,0,3,1,Shining Path (SL),9,Peru
40267,0,1,0,1,19,2,Shining Path (SL),8,Peru
40268,0,1,0,1,19,2,Shining Path (SL),8,Peru
40269,0,1,0,1,19,2,Shining Path (SL),8,Peru
40270,0,1,0,1,19,2,Shining Path (SL),8,Peru
40271,0,1,0,1,19,2,Shining Path (SL),8,Peru
40272,0,1,0,1,19,2,Shining Path (SL),8,Peru
40273,0,1,0,1,19,2,Shining Path (SL),8,Peru
40275,0,0,0,1,4,2,Shining Path (SL),5,Peru
40277,0,0,0,1,4,2,New People's Army (NPA),5,Philippines
40278,1,1,0,0,14,6,Palestinians,9,Israel
40279,0,1,0,0,14,2,Shining Path (SL),5,Peru
40280,0,1,0,0,2,1,Shining Path (SL),5,Peru
40281,0,1,0,0,14,1,Palestinians,9,West Bank and Gaza Strip
40285,0,0,0,1,4,2,Shining Path (SL),5,Peru
40287,0,1,0,1,14,5,New People's Army (NPA),5,Philippines
40295,0,1,0,1,19,3,Shining Path (SL),6,Peru
40296,0,1,0,1,7,3,Shining Path (SL),6,Peru
40297,0,1,0,1,7,3,Shining Path (SL),6,Peru
40298,0,1,0,1,3,2,National Liberation Army of Colombia (ELN),5,Colombia
40299,0,1,0,1,3,3,National Liberation Army of Colombia (ELN),6,Colombia
40301,0,0,0,0,4,1,Irish Republican Army (IRA),5,West Germany (FRG)
40303,0,1,0,0,3,1,Shining Path (SL),5,Peru
40304,0,1,0,0,14,1,Palestinians,9,West Bank and Gaza Strip
40309,0,0,0,1,4,3,Irish Republican Army (IRA),6,United Kingdom
40313,0,1,0,0,3,1,New People's Army (NPA),5,Philippines
40314,0,1,0,0,2,1,Shining Path (SL),5,Peru
40315,0,1,0,0,1,1,Shining Path (SL),5,Peru
40316,0,1,0,0,2,1,Shining Path (SL),5,Peru
40322,0,1,0,1,3,3,Shining Path (SL),6,Peru
40323,0,1,0,1,14,2,Shining Path (SL),5,Peru
40324,0,1,0,1,3,2,Shining Path (SL),5,Peru
40325,0,0,0,1,4,2,Shining Path (SL),5,Peru
40341,0,0,0,1,4,3,Manuel Rodriguez Patriotic Front (FPMR),6,Chile
40343,0,1,0,1,8,3,Shining Path (SL),6,Peru
40344,0,1,0,1,3,3,Shining Path (SL),6,Peru
40346,0,1,0,1,14,2,Shining Path (SL),5,Peru
40350,0,1,0,0,2,1,Shining Path (SL),5,Peru
40351,0,1,0,0,8,1,Shining Path (SL),5,Peru
40352,0,1,0,0,8,1,Shining Path (SL),5,Peru
40353,0,1,0,0,2,1,Shining Path (SL),5,Peru
40359,0,1,0,1,21,3,Shining Path (SL),6,Peru
40360,0,1,0,1,21,3,Shining Path (SL),6,Peru
40363,0,1,0,1,14,7,Shining Path (SL),5,Peru
40365,0,0,0,1,4,2,New People's Army (NPA),5,Philippines
40366,0,1,0,0,2,6,Shining Path (SL),5,Peru
40367,0,0,0,0,4,1,New People's Army (NPA),5,Philippines
40369,0,1,0,0,3,1,Shining Path (SL),5,Peru
40370,0,1,0,0,8,1,Shining Path (SL),5,Peru
40371,0,1,0,0,14,1,Palestinians,9,West Bank and Gaza Strip
40375,0,1,0,1,2,1,Shining Path (SL),6,Peru
40376,0,1,0,1,2,1,Shining Path (SL),6,Peru
40377,0,1,0,1,2,1,Shining Path (SL),6,Peru
40380,0,0,1,1,4,3,Palestinians,6,Israel
40381,0,0,0,1,4,3,Farabundo Marti National Liberation Front (FMLN),6,El Salvador
40389,0,0,0,0,4,1,Farabundo Marti National Liberation Front (FMLN),5,El Salvador
40391,0,1,0,0,3,1,Shining Path (SL),5,Peru
40392,0,1,0,0,14,1,Shining Path (SL),5,Peru
40394,0,1,0,1,3,3,Irish Republican Army (IRA),6,United Kingdom
40395,0,1,0,1,3,7,Irish Republican Army (IRA),8,United Kingdom
40396,0,1,0,1,21,3,National Liberation Army of Colombia (ELN),6,Colombia
40400,0,0,0,1,4,2,Farabundo Marti National Liberation Front (FMLN),5,El Salvador
40401,0,0,0,1,4,2,Farabundo Marti National Liberation Front (FMLN),5,El Salvador
40402,0,0,0,1,4,2,Farabundo Marti National Liberation Front (FMLN),5,El Salvador
40403,0,0,0,1,4,2,Farabundo Marti National Liberation Front (FMLN),5,El Salvador
40404,0,0,0,1,4,2,Farabundo Marti National Liberation Front (FMLN),5,El Salvador
40405,0,0,0,1,4,2,Farabundo Marti National Liberation Front (FMLN),5,El Salvador
40415,0,0,0,1,4,3,Farabundo Marti National Liberation Front (FMLN),6,El Salvador
40416,0,1,0,1,14,2,Shining Path (SL),5,Peru
40424,0,1,0,0,1,1,Farabundo Marti National Liberation Front (FMLN),5,El Salvador
40427,0,1,0,1,14,3,Sikh Extremists,6,India
40432,0,1,0,0,2,1,Shining Path (SL),5,Peru
40434,0,0,0,1,4,3,Farabundo Marti National Liberation Front (FMLN),6,El Salvador
40436,0,1,0,1,14,2,Kurdistan Workers' Party (PKK),5,Turkey
40440,0,1,0,1,3,3,Irish Republican Army (IRA),6,United Kingdom
40443,0,1,0,1,3,3,Irish Republican Army (IRA),6,United Kingdom
40444,0,1,0,0,17,6,Tupac Amaru Revolutionary Movement (MRTA),5,Peru
40446,0,1,0,0,3,1,Palestinians,9,Israel
40447,0,1,0,0,14,1,Palestinians,9,Israel
40448,0,0,0,1,4,2,National Liberation Army of Colombia (ELN),5,Colombia
40449,0,1,0,0,3,1,Irish Republican Army (IRA),6,United Kingdom
40451,0,1,0,0,3,1,Basque Fatherland and Freedom (ETA),6,Spain
40452,0,1,0,0,2,1,Shining Path (SL),5,Peru
40457,0,1,0,1,1,3,Tupac Amaru Revolutionary Movement (MRTA),6,Peru
40464,0,1,0,1,1,3,Corsican National Liberation Front (FLNC),6,France
40465,0,1,0,1,3,1,Irish Republican Army (IRA),6,United Kingdom
40473,0,1,0,1,17,2,Liberation Tigers of Tamil Eelam (LTTE),5,Sri Lanka
40474,0,1,0,1,17,2,Liberation Tigers of Tamil Eelam (LTTE),5,Sri Lanka
40476,1,1,0,0,1,6,National Liberation Army of Colombia (ELN),5,Colombia
40479,0,1,0,0,14,1,Palestinians,9,West Bank and Gaza Strip
40480,0,1,0,0,1,1,Palestinians,9,Israel
40482,0,1,0,1,2,3,Shining Path (SL),6,Peru
40486,0,1,0,1,19,2,New People's Army (NPA),5,Philippines
40488,0,1,0,0,3,1,Basque Fatherland and Freedom (ETA),6,Spain
40489,0,1,0,0,2,1,Shining Path (SL),5,Peru
40490,0,1,0,0,2,1,Shining Path (SL),5,Peru
40491,0,1,0,0,14,1,Kurdistan Workers' Party (PKK),5,Turkey
40494,0,1,0,1,2,1,Shining Path (SL),6,Peru
40495,0,1,0,1,8,3,Shining Path (SL),6,Peru
